Met file for SINGLE TREE IN 4x4 

&environ		
difsky = 0.0
SWMIN = 0.05
SWMAX = 0.36
/		

&latlong		
lat=37	47	0
long=144	58	0
tzlong=150		
lonhem='E'		
lathem='S'		
/		

&metformat		
dayorhr=1												
khrsperday=48
nocolumns=9
startdate='09/02/12'												
enddate='15/05/12'												
columns=	'DATE'	'RAD'	'TAIR'	'PRESS'	'RH%'	'TDEW'	'WIND'	'CA'	'PPT'	
/												

DATA STARTS
45	1032.17	27.86	101760	42.58	14.9	1.62	411.14	0
45	1032.17	28.36	101730	41.29	14.8	1.64	405.57	0
45	1014.17	28.46	101690	40.58	15.1	1.85	411.25	0
45	975	28.74	101650	38.45	14.5	1.7	416.93	0
45	917.67	29.32	101610	35.2	12.2	1.85	409.76	0
45	858.83	29.2	101570	34.37	11.7	1.75	402.59	0
45	789.17	28.83	101540	36.62	12.8	1.85	401.98	0
45	705.73	28.3	101530	39.25	14.7	1.89	401.38	0
45	605.97	26.83	101520	47.83	15.5	1.8	414.9	0
45	497.43	26.16	101530	50.49	15.8	1.69	428.41	0
45	385.47	25.38	101550	54.58	16.1	1.55	424.2	0
45	275.62	25.17	101560	56.15	17	1.54	419.98	0
45	168.73	25.13	101600	57.16	17.5	1.2	418.31	0
45	70.58	25.26	101600	55.83	16.2	1.1	416.64	0
45	9.01	25.33	101640	53.04	15.4	0.91	409.53	0
45	0.15	25.09	101670	53.16	15.2	0.77	402.41	0
45	0	24.7	101680	54.19	15.5	0.23	403.83	0
45	0.01	23.62	101680	60.33	16.3	0.07	405.25	0
45	0.02	22.64	101680	63.09	15.8	0.72	420.28	0
45	0.02	21.98	101680	66.38	16.1	0.83	435.31	0
45	0.02	21.27	101680	70.47	16.5	1.05	435.51	0
46	0.01	20.78	101670	72.78	16.4	0.95	435.71	0
46	0.01	20.5	101650	73.74	16.3	0.63	436.29	0
46	0	20.32	101630	74.29	16.1	0.65	436.87	0
46	0	20.08	101610	74.58	16	0.41	441.26	0
46	0	19.83	101600	75.39	15.9	0.52	445.65	0
46	0	19.57	101580	75.91	16.1	0.53	450.67	0
46	0	19.29	101580	76.15	15.8	0.55	455.69	0
46	0	18.99	101600	76.17	15.5	0.66	460.79	0
46	0	18.61	101580	76.04	15.1	0.58	465.89	0
46	0	18.41	101570	76.11	14.3	0.4	470.68	0
46	0	18.18	101560	76.53	14.3	0.53	475.46	0
46	0	17.9	101570	78.45	14.5	0.41	492.57	0
46	0	17.98	101590	77.37	14.5	0.51	509.67	0
46	0.06	18.3	101610	76.09	14.5	0.72	519.97	0
46	6.03	19.15	101620	72.47	13.9	0.81	530.27	0
46	55.49	20.51	101640	66.61	13.8	0.99	524.42	0
46	152.37	22.28	101640	59.71	14.1	1.13	518.57	0
46	248.58	24.45	101620	50.1	12.8	1.12	499.97	0
46	366.02	26.18	101630	44.18	12.2	1.73	481.36	0
46	475.93	27.33	101620	39.31	12.2	2.18	441.85	0
46	588.22	28.4	101600	36.63	11.5	2.12	402.35	0
46	661.38	29.44	101580	33.35	10.8	2.26	393.25	0
46	773.17	30.45	101530	30.54	11.2	2.18	384.15	0
46	850.5	31.28	101490	28.51	10.6	2.04	376.4	0
46	917	32.22	101460	26.16	9.9	2.15	368.64	0
46	968.5	33.06	101420	24.89	9.2	2.04	365.63	0
46	1003.83	33.61	101390	23.64	9.2	2.22	362.62	0
46	1010.83	34.21	101340	22.23	8.8	2.18	355.61	0
46	1025.83	34.7	101280	21.1	9.1	2.23	348.6	0
46	962.17	34.81	101260	20.29	7	2.23	350.33	0
46	974.17	34.54	101220	19.52	6.8	2.05	352.05	0
46	773.72	34.44	101200	19.24	7.3	2.27	362.75	0
46	607.68	34.55	101180	19.44	6.6	1.99	373.45	0
46	286.07	34.45	101160	19.27	6.8	1.78	385.3	0
46	453.27	34.19	101150	19.69	8.1	1.58	397.15	0
46	529.3	33.87	101140	20.27	8.4	1.33	418.35	0
46	494.23	33.69	101140	20.63	7	1.04	439.55	0
46	181.03	33.29	101140	20.93	8.6	1.03	415.6	0
46	77.75	32.73	101150	22.22	8	0.76	391.65	0
46	79.54	31.94	101150	23.12	8.3	0.4	382.82	0
46	30.05	30.99	101160	25.47	10.4	0.05	373.98	0
46	4.46	30.08	101180	27.35	9.2	0.14	383.85	0
46	0.12	29.42	101190	29.06	8.8	0.21	393.72	0
46	0.01	28.85	101180	30.29	9.1	0.26	402.48	0
46	0.01	28.39	101170	31.03	9.2	0.36	411.23	0
46	0	27.88	101170	31.69	9.8	0.59	406.58	0
46	0	27.38	101170	32.41	8	0.75	401.92	0
46	0	27.3	101160	30.48	7.3	0.92	403.53	0
47	0	27.37	101170	29.64	7.3	1.27	405.15	0
47	0	26.62	101160	30.97	7.9	1.04	399.06	0
47	0	26.23	101140	31.52	8.4	0.81	392.97	0
47	0	26	101120	31.73	7.3	0.4	394.14	0
47	0	25.49	101110	33.09	7.5	0.16	395.32	0
47	0	25.17	101110	33.67	7.6	0.17	400.23	0
47	0	24.43	101110	36.42	8.6	0.12	405.14	0
47	0	24.39	101140	36.65	7.6	0.38	414.54	0
47	0	24.9	101160	34.5	7.8	0.84	423.95	0
47	0	25.26	101170	33.73	7.8	1.03	416.15	0
47	0	25.22	101180	33.98	8.3	0.8	408.36	0
47	0	25.03	101220	34.7	8	0.63	413.8	0
47	0	24.72	101270	37.59	9.3	0.49	419.25	0
47	0.01	24.82	101330	38.2	13	1.27	426.6	0
47	1.97	23.84	101380	49.98	14.2	1.59	433.96	0
47	14.43	23.52	101400	54.5	14.9	1.48	438.92	0
47	45.65	23.16	101390	60.37	15.7	1.51	443.87	0
47	85.84	23.71	101410	59.63	16.3	1.48	436.85	0
47	166.82	23.93	101410	60.54	16.4	1.31	429.82	0
47	362.58	24.25	101420	60.98	17.3	1.68	424.78	0
47	711.88	24.04	101430	64.54	17.9	1.68	419.74	0
47	470.83	24.61	101420	62.45	17.6	1.83	415.28	0
47	313.82	25.48	101390	59.56	17.4	1.81	410.82	0
47	565.95	26.24	101350	56.48	17.6	1.7	402.78	0
47	901.67	26.98	101310	53.83	17.6	1.89	394.74	0
47	900.9	27.6	101280	52.26	17.4	1.97	393.45	0
47	978.33	27.12	101260	53.43	17.2	2.07	392.17	0
47	1020.83	26.64	101250	54.02	16.6	2.38	397.26	0
47	1018.67	26.64	101200	52.83	16.3	2.34	402.35	0
47	1013.17	25.71	101140	56.06	16.3	2.44	402.01	0
47	984.5	25.16	101310	59.28	18.6	2.33	401.68	0
47	843.17	22.08	101420	77.66	18.4	2.54	414.39	460
47	407.15	21.11	101230	82.35	19.1	1.48	427.11	180
47	206.11	20.71	101390	86.15	18.4	1.55	463.93	60
47	5.07	20.38	101470	86.88	18.3	1.49	500.76	80
47	14.47	20.22	101480	85.75	18.5	1.21	490.57	0
47	21.83	20.09	101520	86.17	18.2	1.48	480.38	60
47	35.39	19.8	101590	85.54	17.2	1.43	467.24	20
47	28.48	19.52	101610	84.33	17.1	1.2	454.1	20
47	13.98	19.37	101600	85.75	17.3	1.29	452.2	40
47	6.5	19.34	101610	83.81	17.2	1.24	450.31	0
47	2.69	19.41	101680	82.7	16.9	1.07	449.67	0
47	0	19.53	101690	81.69	16.9	1.15	449.04	0
47	0	19.47	101690	80.64	16.3	1.12	448.72	0
47	0	19.49	101730	79.63	16.4	0.85	448.4	0
47	0	19.58	101730	78.15	16.2	0.83	447.42	0
47	0	19.58	101710	76.8	15.5	0.74	446.44	0
47	0	19.6	101690	73.35	15.2	1.12	445.57	0
48	0	19.54	101700	72.34	15.4	1.1	444.69	0
48	0.01	19.55	101690	72.81	15.5	0.92	439.08	0
48	0	19.4	101650	73.34	15.3	0.97	433.48	0
48	0.01	19.33	101640	74.01	15.6	1.22	433.79	0
48	0.02	19.22	101620	74.14	15.2	1.05	434.1	0
48	0.03	19.17	101620	74.81	15.2	1.01	436.61	0
48	0.03	19.17	101600	75.02	15.3	0.99	439.12	0
48	0.05	19.13	101590	74.48	14.9	0.84	441.42	0
48	0.05	19.01	101580	74.14	14.4	0.87	443.73	0
48	0.01	18.96	101600	73.17	14.4	1.09	447.33	0
48	0	18.9	101610	74.22	14.6	0.95	450.94	0
48	0	19	101620	73.28	14.7	0.89	447.52	0
48	0	19.17	101650	73.94	15	0.78	444.11	0
48	0	19.38	101660	73.88	15.2	0.84	448.91	0
48	0.79	19.43	101690	74.24	15.2	0.93	453.7	0
48	8.07	19.48	101700	74.01	15.3	1.09	456.22	0
48	38.9	19.51	101730	74.38	16.1	1.35	458.74	0
48	108.08	19.25	101750	75.14	16	1.2	457.29	20
48	92.67	18.99	101750	77.15	16	1.7	455.85	0
48	50.2	18.88	101770	77.16	15.2	1.58	456.58	0
48	87.32	19.18	101780	74.21	15.1	1.57	457.31	0
48	133.43	19.05	101760	74.29	14.9	1.72	453.97	0
48	89.53	19.4	101750	72.47	14.7	1.62	450.63	0
48	110.44	19.92	101740	69.79	14.5	1.6	449.32	0
48	220.52	20.36	101710	67.26	14.6	1.51	448.01	0
48	211.65	20.96	101700	64.23	14.4	1.52	446.56	0
48	291.6	21.28	101680	62.98	14.7	1.32	445.11	0
48	263	21.65	101650	61.82	14.2	1.43	443.6	0
48	383.73	22.15	101610	60.48	14.9	1.67	442.08	0
48	480.68	22.62	101590	58.69	14.6	1.82	442.96	0
48	654.78	23.12	101590	56.8	14.4	2.05	443.84	0
48	483.63	22.97	101600	57.49	14.5	2.05	439.77	0
48	400.47	22.89	101610	57.81	14.4	2.04	435.71	0
48	266.08	22.6	101630	58.45	14.5	2.14	443.88	0
48	434.6	22.42	101650	59.18	15.2	2.16	452.06	0
48	444.38	21.75	101650	61.81	14.9	2.12	448.24	0
48	424.68	21.37	101650	63.35	14.7	1.98	444.42	0
